name,date,year_of_production,length_min,age_restriction,country,time,price
Возвращение кота,2026-05-17,2002,75,0+,Япония,09:50,250
Ускользающая красота,2026-05-17,1995,118,16+,"Италия, Франция, Великобритания",11:30,280
Лео и Тиг. Дорога на Байкал,2026-05-17,2026,65,6+,Россия,12:25,350
"Дом, который построил Джек",2026-05-17,2018,152,18+,"Дания, Франция, Германия, Швеция",13:45,280
Своя в доску,2026-05-17,2026,90,6+,Россия,14:00,420
Ангелы Ладоги,2026-05-17,2026,,12+,Россия,16:05,420
Унесённые призраками,2026-05-17,2001,125,12+,Япония,16:35,320
Вверх по волшебному дереву,2026-05-17,2026,110,6+,Великобритания,18:30,440
Разговор,2026-05-17,1974,113,18+,США,19:00,350
Коммерсант,2026-05-17,2025,,18+,Россия,20:40,440
Человек-бензопила. Фильм: История Резе,2026-05-17,2025,99,18+,,21:20,350
Королевство полной луны,2026-05-17,2012,90,12+,США,10:00,650
На гребне волны,2026-05-17,1991,120,16+,США,13:00,650
Грация,2026-05-17,2025,131,18+,Италия,16:00,650
Кин-дза-дза,2026-05-17,1986,135,0+,"СССР, Грузия, Россия",19:00,650
Грузовички,2026-05-17,2026,,6+,Россия,10:00,420
Своя в доску,2026-05-17,2026,90,6+,Россия,10:10,420
Своя в доску,2026-05-17,2026,90,6+,Россия,13:40,550
Своя в доску,2026-05-17,2026,90,6+,Россия,17:40,630
Лео и Тиг. Дорога на Байкал,2026-05-17,2026,65,6+,Россия,10:20,420
Лео и Тиг. Дорога на Байкал,2026-05-17,2026,65,6+,Россия,16:15,630
Семь верст до рассвета,2026-05-17,2026,102,16+,Россия,10:50,420
Семь верст до рассвета,2026-05-17,2026,102,16+,Россия,17:25,630
Семь верст до рассвета,2026-05-17,2026,102,16+,Россия,19:30,630
Приключения желтого чемоданчика,2026-05-17,2026,,6+,Россия,11:45,470
Вот это драма!,2026-05-17,2026,106,18+,США,11:50,470
Вот это драма!,2026-05-17,2026,106,18+,США,16:55,630
Вот это драма!,2026-05-17,2026,106,18+,США,19:50,630
Ангелы Ладоги,2026-05-17,2026,,12+,Россия,12:10,470
Ангелы Ладоги,2026-05-17,2026,,12+,Россия,14:35,550
Ангелы Ладоги,2026-05-17,2026,,12+,Россия,19:10,630
Ведьмина служба доставки,2026-05-17,1989,103,6+,Япония,13:05,550
Коммерсант,2026-05-17,2025,,18+,Россия,14:05,550
Коммерсант,2026-05-17,2025,,18+,Россия,17:45,630
Коммерсант,2026-05-17,2025,,18+,Россия,22:05,630
Моя собака — космонавт,2026-05-17,2025,120,6+,,15:10,630
Домовенок Кузя-2,2026-05-17,2026,90,6+,,15:40,630
Ускользающая красота,2026-05-17,1995,118,16+,"Италия, Франция, Великобритания",19:40,630
Грация,2026-05-17,2025,131,18+,Италия,21:35,630
Хокум,2026-05-17,2026,107,18+,"Ирландия, ОАЭ, США",21:40,630
Разговор,2026-05-17,1974,113,18+,США,21:55,630
Вот это драма!,2026-05-17,2026,106,18+,США,10:00,420
Вот это драма!,2026-05-17,2026,106,18+,США,13:35,550
Вот это драма!,2026-05-17,2026,106,18+,США,17:50,630
Вверх по волшебному дереву,2026-05-17,2026,110,6+,Великобритания,10:00,420
Семь верст до рассвета,2026-05-17,2026,102,16+,Россия,10:15,420
Семь верст до рассвета,2026-05-17,2026,102,16+,Россия,15:10,630
Семь верст до рассвета,2026-05-17,2026,102,16+,Россия,19:40,630
Лео и Тиг. Дорога на Байкал,2026-05-17,2026,65,6+,Россия,10:40,420
Лео и Тиг. Дорога на Байкал,2026-05-17,2026,65,6+,Россия,12:10,470
Лео и Тиг. Дорога на Байкал,2026-05-17,2026,65,6+,Россия,14:40,550
Лео и Тиг. Дорога на Байкал,2026-05-17,2026,65,6+,Россия,16:10,630
Своя в доску,2026-05-17,2026,90,6+,Россия,10:45,420
Своя в доску,2026-05-17,2026,90,6+,Россия,12:55,470
Своя в доску,2026-05-17,2026,90,6+,Россия,17:10,630
Моя собака — космонавт,2026-05-17,2025,120,6+,,12:05,470
Моя собака — космонавт,2026-05-17,2025,120,6+,,16:15,630
Ангелы Ладоги,2026-05-17,2026,,12+,Россия,12:15,470
Ангелы Ладоги,2026-05-17,2026,,12+,Россия,14:50,550
Ангелы Ладоги,2026-05-17,2026,,12+,Россия,19:10,630
Грация,2026-05-17,2025,131,18+,Италия,12:25,470
Грация,2026-05-17,2025,131,18+,Италия,20:20,630
Приключения желтого чемоданчика,2026-05-17,2026,,6+,Россия,14:25,550
Приключения желтого чемоданчика,2026-05-17,2026,,6+,Россия,18:25,630
Коммерсант,2026-05-17,2025,,18+,Россия,15:50,630
Коммерсант,2026-05-17,2025,,18+,Россия,20:05,630
Коммерсант,2026-05-17,2025,,18+,Россия,22:05,630
Сказания Земноморья,2026-05-17,2025,115,12+,Япония,17:25,630
Домовенок Кузя-2,2026-05-17,2026,90,6+,,17:35,630
Шурале,2026-05-17,2025,90,18+,Россия,19:35,630
Ускользающая красота,2026-05-17,1995,118,16+,"Италия, Франция, Великобритания",21:30,630
Разговор,2026-05-17,1974,113,18+,США,21:40,630
Хокум,2026-05-17,2026,107,18+,"Ирландия, ОАЭ, США",21:50,630
Моя собака — космонавт,2026-05-17,2025,120,6+,,10:00,470
Лео и Тиг. Дорога на Байкал,2026-05-17,2026,65,6+,Россия,10:00,470
Лео и Тиг. Дорога на Байкал,2026-05-17,2026,65,6+,Россия,13:40,640
Вверх по волшебному дереву,2026-05-17,2026,110,6+,Великобритания,10:00,470
Вверх по волшебному дереву,2026-05-17,2026,110,6+,Великобритания,14:45,640
Ангелы Ладоги,2026-05-17,2026,,12+,Россия,10:40,470
Ангелы Ладоги,2026-05-17,2026,,12+,Россия,14:25,640
Ангелы Ладоги,2026-05-17,2026,,12+,Россия,16:40,740
Вот это драма!,2026-05-17,2026,106,18+,США,10:50,470
Вот это драма!,2026-05-17,2026,106,18+,США,15:20,740
Вот это драма!,2026-05-17,2026,106,18+,США,19:45,740
Домовенок Кузя-2,2026-05-17,2026,90,6+,,11:40,570
Семь верст до рассвета,2026-05-17,2026,102,16+,Россия,12:10,570
Семь верст до рассвета,2026-05-17,2026,102,16+,Россия,19:10,740
Своя в доску,2026-05-17,2026,90,6+,Россия,12:15,570
Своя в доску,2026-05-17,2026,90,6+,Россия,16:25,740
Своя в доску,2026-05-17,2026,90,6+,Россия,18:30,740
Грузовички,2026-05-17,2026,,6+,Россия,13:00,640
Коммерсант,2026-05-17,2025,,18+,Россия,13:05,640
Коммерсант,2026-05-17,2025,,18+,Россия,17:35,740
Коммерсант,2026-05-17,2025,,18+,Россия,22:05,740
Приключения желтого чемоданчика,2026-05-17,2026,,6+,Россия,14:20,640
Отец,2026-05-17,2026,106,16+,Россия,15:15,740
Великая красота,2026-05-17,2013,142,18+,"Италия, Франция",17:00,740
Патэма наоборот,2026-05-17,2013,98,12+,Япония,17:25,740
Разговор,2026-05-17,1974,113,18+,США,19:25,740
Грация,2026-05-17,2025,131,18+,Италия,19:40,740
Грация,2026-05-17,2025,131,18+,Италия,21:20,740
Сад изящных слов,2026-05-17,2013,46,18+,Япония,20:35,740
Ускользающая красота,2026-05-17,1995,118,16+,"Италия, Франция, Великобритания",21:45,740
Хокум,2026-05-17,2026,107,18+,"Ирландия, ОАЭ, США",21:50,740
Шурале,2026-05-17,2025,90,18+,Россия,22:20,740
Ангелы Ладоги,2026-05-17,2026,,12+,Россия,10:00,470
Ангелы Ладоги,2026-05-17,2026,,12+,Россия,14:35,640
Ангелы Ладоги,2026-05-17,2026,,12+,Россия,16:55,740
Лео и Тиг. Дорога на Байкал,2026-05-17,2026,65,6+,Россия,10:00,470
Лео и Тиг. Дорога на Байкал,2026-05-17,2026,65,6+,Россия,14:00,640
Своя в доску,2026-05-17,2026,90,6+,Россия,10:00,470
Своя в доску,2026-05-17,2026,90,6+,Россия,13:00,640
Вверх по волшебному дереву,2026-05-17,2026,110,6+,Великобритания,10:40,470
Вверх по волшебному дереву,2026-05-17,2026,110,6+,Великобритания,15:30,740
Коммерсант,2026-05-17,2025,,18+,Россия,11:25,570
Коммерсант,2026-05-17,2025,,18+,Россия,15:45,740
Коммерсант,2026-05-17,2025,,18+,Россия,20:00,740
Коммерсант,2026-05-17,2025,,18+,Россия,22:05,740
Семь верст до рассвета,2026-05-17,2026,102,16+,Россия,12:00,570
Семь верст до рассвета,2026-05-17,2026,102,16+,Россия,17:35,740
Моя собака — космонавт,2026-05-17,2025,120,6+,,12:25,570
Вот это драма!,2026-05-17,2026,106,18+,США,13:35,640
Вот это драма!,2026-05-17,2026,106,18+,США,17:50,740
Вот это драма!,2026-05-17,2026,106,18+,США,21:45,740
Приключения желтого чемоданчика,2026-05-17,2026,,6+,Россия,15:05,740
TheatreHD: Зальцбург. Дон Карлос,2026-05-17,2013,255,16+,Австрия,17:00,1100
Грация,2026-05-17,2025,131,18+,Италия,19:15,740
Хокум,2026-05-17,2026,107,18+,"Ирландия, ОАЭ, США",19:45,740
Разговор,2026-05-17,1974,113,18+,США,21:40,740
Ускользающая красота,2026-05-17,1995,118,16+,"Италия, Франция, Великобритания",21:55,740
Лео и Тиг. Дорога на Байкал,2026-05-17,2026,65,6+,Россия,10:00,390
Ждун 2,2026-05-17,2026,,6+,Россия,11:25,490
Своя в доску,2026-05-17,2026,90,6+,Россия,13:25,550
Ангелы Ладоги,2026-05-17,2026,,12+,Россия,15:25,630
Ангелы Ладоги,2026-05-17,2026,,12+,Россия,19:50,630
Семь верст до рассвета,2026-05-17,2026,102,16+,Россия,17:45,630
Лео и Тиг. Дорога на Байкал,2026-05-17,2026,65,6+,Россия,10:00,350
Лео и Тиг. Дорога на Байкал,2026-05-17,2026,65,6+,Россия,12:45,420
Лео и Тиг. Дорога на Байкал,2026-05-17,2026,65,6+,Россия,16:40,540
Возвращение кота,2026-05-17,2002,75,0+,Япония,10:10,350
Семь верст до рассвета,2026-05-17,2026,102,16+,Россия,10:20,350
Семь верст до рассвета,2026-05-17,2026,102,16+,Россия,14:30,480
Семь верст до рассвета,2026-05-17,2026,102,16+,Россия,18:05,580
Ангелы Ладоги,2026-05-17,2026,,12+,Россия,10:25,350
Ангелы Ладоги,2026-05-17,2026,,12+,Россия,14:10,480
Ангелы Ладоги,2026-05-17,2026,,12+,Россия,19:10,580
Коммерсант,2026-05-17,2025,,18+,Россия,11:25,420
Коммерсант,2026-05-17,2025,,18+,Россия,15:40,540
Коммерсант,2026-05-17,2025,,18+,Россия,19:55,580
Своя в доску,2026-05-17,2026,90,6+,Россия,11:50,420
Своя в доску,2026-05-17,2026,90,6+,Россия,15:35,540
Домовенок Кузя-2,2026-05-17,2026,90,6+,,12:30,420
Вот это драма!,2026-05-17,2026,106,18+,США,13:30,480
Вот это драма!,2026-05-17,2026,106,18+,США,17:45,580
Вот это драма!,2026-05-17,2026,106,18+,США,22:00,580
Грузовички,2026-05-17,2026,,6+,Россия,13:50,480
Грация,2026-05-17,2025,131,18+,Италия,16:35,540
Грация,2026-05-17,2025,131,18+,Италия,21:35,580
Вверх по волшебному дереву,2026-05-17,2026,110,6+,Великобритания,17:30,580
Ускользающая красота,2026-05-17,1995,118,16+,"Италия, Франция, Великобритания",19:40,580
Шурале,2026-05-17,2025,90,18+,Россия,20:10,580
Разговор,2026-05-17,1974,113,18+,США,21:55,580
Хокум,2026-05-17,2026,107,18+,"Ирландия, ОАЭ, США",22:05,580
Лео и Тиг. Дорога на Байкал,2026-05-17,2026,65,6+,Россия,10:20,330
Вверх по волшебному дереву,2026-05-17,2026,110,6+,Великобритания,10:40,330
Грация,2026-05-17,2025,131,18+,Италия,11:45,380
Грация,2026-05-17,2025,131,18+,Италия,17:45,540
Грация,2026-05-17,2025,131,18+,Италия,20:25,540
Коммерсант,2026-05-17,2025,,18+,Россия,12:55,380
Разговор,2026-05-17,1974,113,18+,США,14:25,450
Tеатр в кино: Принцесса цирка,2026-05-17,2026,143,18+,Россия,15:00,700
Вот это драма!,2026-05-17,2026,106,18+,США,16:45,520
Вот это драма!,2026-05-17,2026,106,18+,США,21:00,540
Шурале,2026-05-17,2025,90,18+,Россия,19:00,540
«Питер FM»,2026-05-17,2006,86,12+,Россия,10:25,250
«Питер FM»,2026-05-17,2006,86,12+,Россия,20:35,350
Ускользающая красота,2026-05-17,1995,118,16+,"Италия, Франция, Великобритания",12:00,250
Посторонний,2026-05-17,2025,122,18+,,14:10,250
Олдбой,2026-05-17,2003,120,18+,Южная Корея,16:30,350
Чунгкингский экспресс,2026-05-17,1994,98,18+,Гонконг,18:45,350
Лео и Тиг. Дорога на Байкал,2026-05-17,2026,65,6+,Россия,10:45,330
Лео и Тиг. Дорога на Байкал,2026-05-17,2026,65,6+,Россия,14:40,540
Разговор,2026-05-17,1974,113,18+,США,10:55,330
Вверх по волшебному дереву,2026-05-17,2026,110,6+,Великобритания,12:15,440
Семь верст до рассвета,2026-05-17,2026,102,16+,Россия,13:20,440
Возвращение кота,2026-05-17,2002,75,0+,Япония,15:30,540
На гребне волны,2026-05-17,1991,120,16+,США,16:10,540
Коммерсант,2026-05-17,2025,,18+,Россия,17:15,580
Вот это драма!,2026-05-17,2026,106,18+,США,18:30,580
Шурале,2026-05-17,2025,90,18+,Россия,19:20,580
Хокум,2026-05-17,2026,107,18+,"Ирландия, ОАЭ, США",20:50,580
Ждун 2,2026-05-17,2026,,6+,Россия,21:20,580
Коммерсант,2026-05-17,2025,,18+,Россия,18:30,580
Посторонний,2026-05-17,2025,122,18+,,18:40,380
Грация,2026-05-17,2025,131,18+,Италия,20:25,580
Любовное настроение,2026-05-17,2000,98,18+,Гонгконг,21:00,380
Вот это драма!,2026-05-18,2026,106,18+,США,09:05,200
Вот это драма!,2026-05-18,2026,106,18+,США,19:50,330
Ведьмина служба доставки,2026-05-18,1989,103,6+,Япония,09:30,180
Лео и Тиг. Дорога на Байкал,2026-05-18,2026,65,6+,Россия,09:40,180
Семь верст до рассвета,2026-05-18,2026,102,16+,Россия,11:15,250
О моем перерождении в слизь: Слезы Синего моря,2026-05-18,2026,105,16+,,11:35,200
Своя в доску,2026-05-18,2026,90,6+,Россия,13:20,280
"Дом, который построил Джек",2026-05-18,2018,152,18+,"Дания, Франция, Германия, Швеция",13:40,230
Вверх по волшебному дереву,2026-05-18,2026,110,6+,Великобритания,15:15,350
Ангелы Ладоги,2026-05-18,2026,,12+,Россия,15:40,280
Ускользающая красота,2026-05-18,1995,118,16+,"Италия, Франция, Великобритания",16:25,250
Хокум,2026-05-18,2026,107,18+,"Ирландия, ОАЭ, США",17:25,440
Коммерсант,2026-05-18,2025,,18+,Россия,17:55,330
Принцесса Мононоке,2026-05-18,2010,134,12+,Япония,18:35,270
Tеатр в кино: Принцесса цирка,2026-05-18,2026,143,18+,Россия,19:30,700
Разговор,2026-05-18,1974,113,18+,США,21:05,270
Шурале,2026-05-18,2025,90,18+,Россия,22:10,440
Лео и Тиг. Дорога на Байкал,2026-05-18,2026,65,6+,Россия,09:40,190
Разговор,2026-05-18,1974,113,18+,США,10:40,180
Ведьмина служба доставки,2026-05-18,1989,103,6+,Япония,12:50,230
Ускользающая красота,2026-05-18,1995,118,16+,"Италия, Франция, Великобритания",14:50,230
Вверх по волшебному дереву,2026-05-18,2026,110,6+,Великобритания,15:40,340
Патэма наоборот,2026-05-18,2013,98,12+,Япония,17:00,280
Семь верст до рассвета,2026-05-18,2026,102,16+,Россия,17:45,380
Унесённые призраками,2026-05-18,2001,125,12+,Япония,18:50,280
Коммерсант,2026-05-18,2025,,18+,Россия,19:40,380
Посторонний,2026-05-18,2025,122,18+,,21:05,280
Вот это драма!,2026-05-18,2026,106,18+,США,21:30,380
Ускользающая красота,2026-05-18,1995,118,16+,"Италия, Франция, Великобритания",09:50,190
Семь верст до рассвета,2026-05-18,2026,102,16+,Россия,10:55,190
Разговор,2026-05-18,1974,113,18+,США,12:00,250
Ветер крепчает,2026-05-18,2014,126,12+,Япония,14:10,250
Вверх по волшебному дереву,2026-05-18,2026,110,6+,Великобритания,15:15,290
Мальчик и птица,2026-05-18,2023,125,16+,Япония,16:30,250
Ангелы Ладоги,2026-05-18,2026,,12+,Россия,17:25,360
Пролетая над гнездом кукушки,2026-05-18,1975,133,18+,США,18:50,250
Коммерсант,2026-05-18,2025,,18+,Россия,19:40,360
Олдбой,2026-05-18,2003,120,18+,Южная Корея,21:25,250
Шурале,2026-05-18,2025,90,18+,Россия,21:35,360
Отец,2026-05-18,2026,106,16+,Россия,10:00,320
Семь верст до рассвета,2026-05-18,2026,102,16+,Россия,10:05,320
Семь верст до рассвета,2026-05-18,2026,102,16+,Россия,14:00,420
Семь верст до рассвета,2026-05-18,2026,102,16+,Россия,17:40,470
Моя собака — космонавт,2026-05-18,2025,120,6+,,10:15,320
Вверх по волшебному дереву,2026-05-18,2026,110,6+,Великобритания,10:35,320
Домовенок Кузя-2,2026-05-18,2026,90,6+,,12:05,370
Лео и Тиг. Дорога на Байкал,2026-05-18,2026,65,6+,Россия,12:10,370
Своя в доску,2026-05-18,2026,90,6+,Россия,12:20,370
Своя в доску,2026-05-18,2026,90,6+,Россия,16:25,420
Своя в доску,2026-05-18,2026,90,6+,Россия,20:20,470
Ангелы Ладоги,2026-05-18,2026,,12+,Россия,12:50,370
Ангелы Ладоги,2026-05-18,2026,,12+,Россия,15:10,420
Ангелы Ладоги,2026-05-18,2026,,12+,Россия,19:20,470
Коммерсант,2026-05-18,2025,,18+,Россия,13:35,420
Коммерсант,2026-05-18,2025,,18+,Россия,17:45,470
Коммерсант,2026-05-18,2025,,18+,Россия,22:10,470
Разговор,2026-05-18,1974,113,18+,США,14:15,420
Вот это драма!,2026-05-18,2026,106,18+,США,15:35,420
Вот это драма!,2026-05-18,2026,106,18+,США,19:55,470
Возвращение кота,2026-05-18,2002,75,0+,Япония,16:05,420
Приключения желтого чемоданчика,2026-05-18,2026,,6+,Россия,17:30,470
Хокум,2026-05-18,2026,107,18+,"Ирландия, ОАЭ, США",18:20,470
На гребне волны,2026-05-18,1991,120,16+,США,19:40,470
Грация,2026-05-18,2025,131,18+,Италия,21:35,470
Ускользающая красота,2026-05-18,1995,118,16+,"Италия, Франция, Великобритания",21:55,470
Шурале,2026-05-18,2025,90,18+,Россия,22:15,470
Семь верст до рассвета,2026-05-18,2026,102,16+,Россия,10:00,180
Семь верст до рассвета,2026-05-18,2026,102,16+,Россия,13:55,280
Семь верст до рассвета,2026-05-18,2026,102,16+,Россия,19:55,380
Лео и Тиг. Дорога на Байкал,2026-05-18,2026,65,6+,Россия,10:00,180
Вверх по волшебному дереву,2026-05-18,2026,110,6+,Великобритания,11:15,230
Вот это драма!,2026-05-18,2026,106,18+,США,11:25,230
Вот это драма!,2026-05-18,2026,106,18+,США,15:35,330
Вот это драма!,2026-05-18,2026,106,18+,США,19:45,380
Приключения желтого чемоданчика,2026-05-18,2026,,6+,Россия,12:05,230
Грация,2026-05-18,2025,131,18+,Италия,12:35,230
Грация,2026-05-18,2025,131,18+,Италия,21:15,380
Своя в доску,2026-05-18,2026,90,6+,Россия,13:30,280
Своя в доску,2026-05-18,2026,90,6+,Россия,17:30,380
Коммерсант,2026-05-18,2025,,18+,Россия,13:35,280
Коммерсант,2026-05-18,2025,,18+,Россия,17:45,380
Коммерсант,2026-05-18,2025,,18+,Россия,21:55,380
Ангелы Ладоги,2026-05-18,2026,,12+,Россия,15:10,330
Ангелы Ладоги,2026-05-18,2026,,12+,Россия,19:00,380
Ведьмина служба доставки,2026-05-18,1989,103,6+,Япония,15:25,330
Домовенок Кузя-2,2026-05-18,2026,90,6+,,16:05,330
Возвращение кота,2026-05-18,2002,75,0+,Япония,17:25,380
Шурале,2026-05-18,2025,90,18+,Россия,18:00,380
Разговор,2026-05-18,1974,113,18+,США,19:30,380
Ускользающая красота,2026-05-18,1995,118,16+,"Италия, Франция, Великобритания",21:50,380
Хокум,2026-05-18,2026,107,18+,"Ирландия, ОАЭ, США",22:00,380
Лео и Тиг. Дорога на Байкал,2026-05-18,2026,65,6+,Россия,10:00,320
Семь верст до рассвета,2026-05-18,2026,102,16+,Россия,10:00,320
Семь верст до рассвета,2026-05-18,2026,102,16+,Россия,14:25,420
Семь верст до рассвета,2026-05-18,2026,102,16+,Россия,19:10,470
Ангелы Ладоги,2026-05-18,2026,,12+,Россия,10:35,320
Ангелы Ладоги,2026-05-18,2026,,12+,Россия,15:05,420
Ангелы Ладоги,2026-05-18,2026,,12+,Россия,19:30,470
Домовенок Кузя-2,2026-05-18,2026,90,6+,,10:35,320
Домовенок Кузя-2,2026-05-18,2026,90,6+,,16:15,420
Унесённые призраками,2026-05-18,2001,125,12+,Япония,10:40,320
Приключения желтого чемоданчика,2026-05-18,2026,,6+,Россия,11:30,370
Вот это драма!,2026-05-18,2026,106,18+,США,12:10,370
Вот это драма!,2026-05-18,2026,106,18+,США,15:20,420
Вот это драма!,2026-05-18,2026,106,18+,США,19:50,470
Возвращение кота,2026-05-18,2002,75,0+,Япония,12:40,370
Своя в доску,2026-05-18,2026,90,6+,Россия,13:00,420
Своя в доску,2026-05-18,2026,90,6+,Россия,17:30,470
Коммерсант,2026-05-18,2025,,18+,Россия,13:10,420
Коммерсант,2026-05-18,2025,,18+,Россия,17:40,470
Коммерсант,2026-05-18,2025,,18+,Россия,22:05,470
Моя собака — космонавт,2026-05-18,2025,120,6+,,13:25,420
Моя собака — космонавт,2026-05-18,2025,120,6+,,17:55,470
Шурале,2026-05-18,2025,90,18+,Россия,14:15,420
Вверх по волшебному дереву,2026-05-18,2026,110,6+,Великобритания,15:45,420
Грация,2026-05-18,2025,131,18+,Италия,16:30,420
Грация,2026-05-18,2025,131,18+,Италия,21:15,470
Разговор,2026-05-18,1974,113,18+,США,18:15,470
Хокум,2026-05-18,2026,107,18+,"Ирландия, ОАЭ, США",20:05,470
Ускользающая красота,2026-05-18,1995,118,16+,"Италия, Франция, Великобритания",20:40,470
Отец,2026-05-18,2026,106,16+,Россия,22:00,470
Полутон,2026-05-18,2025,94,18+,Канада,22:10,470
Домовенок Кузя-2,2026-05-18,2026,90,6+,,10:00,370
Своя в доску,2026-05-18,2026,90,6+,Россия,10:20,370
Своя в доску,2026-05-18,2026,90,6+,Россия,14:15,470
Своя в доску,2026-05-18,2026,90,6+,Россия,18:05,570
Семь верст до рассвета,2026-05-18,2026,102,16+,Россия,10:25,370
Семь верст до рассвета,2026-05-18,2026,102,16+,Россия,14:40,470
Семь верст до рассвета,2026-05-18,2026,102,16+,Россия,19:00,570
Вот это драма!,2026-05-18,2026,106,18+,США,10:50,370
Вот это драма!,2026-05-18,2026,106,18+,США,15:10,470
Вот это драма!,2026-05-18,2026,106,18+,США,19:30,570
Вверх по волшебному дереву,2026-05-18,2026,110,6+,Великобритания,11:00,420
Вверх по волшебному дереву,2026-05-18,2026,110,6+,Великобритания,13:15,470
Лео и Тиг. Дорога на Байкал,2026-05-18,2026,65,6+,Россия,11:50,420
Лео и Тиг. Дорога на Байкал,2026-05-18,2026,65,6+,Россия,13:20,470
Шурале,2026-05-18,2025,90,18+,Россия,12:20,420
Ангелы Ладоги,2026-05-18,2026,,12+,Россия,12:25,420
Ангелы Ладоги,2026-05-18,2026,,12+,Россия,15:25,470
Ангелы Ладоги,2026-05-18,2026,,12+,Россия,16:40,470
Коммерсант,2026-05-18,2025,,18+,Россия,13:05,470
Коммерсант,2026-05-18,2025,,18+,Россия,17:25,570
Коммерсант,2026-05-18,2025,,18+,Россия,21:45,570
Ждун 2,2026-05-18,2026,,6+,Россия,14:50,470
Приключения желтого чемоданчика,2026-05-18,2026,,6+,Россия,16:15,470
Отец,2026-05-18,2026,106,16+,Россия,16:55,470
Грация,2026-05-18,2025,131,18+,Италия,17:45,570
Грация,2026-05-18,2025,131,18+,Италия,20:25,570
Унесённые призраками,2026-05-18,2001,125,12+,Япония,19:05,570
Разговор,2026-05-18,1974,113,18+,США,20:00,570
Хокум,2026-05-18,2026,107,18+,"Ирландия, ОАЭ, США",21:05,570
Ускользающая красота,2026-05-18,1995,118,16+,"Италия, Франция, Великобритания",21:30,570
Сад изящных слов,2026-05-18,2013,46,18+,Япония,22:10,570
Унесённые призраками,2026-05-18,2001,125,12+,Япония,10:10,190
Вверх по волшебному дереву,2026-05-18,2026,110,6+,Великобритания,12:40,250
Лео и Тиг. Дорога на Байкал,2026-05-18,2026,65,6+,Россия,13:30,250
Порко Россо,2026-05-18,2008,94,12+,Япония,14:50,320
Своя в доску,2026-05-18,2026,90,6+,Россия,15:00,320
Сад изящных слов,2026-05-18,2013,46,18+,Япония,16:45,320
Семь верст до рассвета,2026-05-18,2026,102,16+,Россия,17:00,390
5 сантиметров в секунду,2026-05-18,2008,63,12+,Япония,18:00,390
Ангелы Ладоги,2026-05-18,2026,,12+,Россия,19:05,390
Коммерсант,2026-05-18,2025,,18+,Россия,19:25,390
Вот это драма!,2026-05-18,2026,106,18+,США,21:20,390
Любовное настроение,2026-05-18,2000,98,18+,Гонгконг,21:30,390
Ждун 2,2026-05-18,2026,,6+,Россия,10:10,250
Грация,2026-05-18,2025,131,18+,Италия,10:30,250
Грация,2026-05-18,2025,131,18+,Италия,13:10,330
Грация,2026-05-18,2025,131,18+,Италия,15:50,350
Грация,2026-05-18,2025,131,18+,Италия,20:25,420
Семь верст до рассвета,2026-05-18,2026,102,16+,Россия,12:15,280
Вот это драма!,2026-05-18,2026,106,18+,США,14:25,330
На гребне волны,2026-05-18,1991,120,16+,США,16:40,350
Шурале,2026-05-18,2025,90,18+,Россия,18:30,420
Коммерсант,2026-05-18,2025,,18+,Россия,19:00,420
Ускользающая красота,2026-05-18,1995,118,16+,"Италия, Франция, Великобритания",21:05,420
Лео и Тиг. Дорога на Байкал,2026-05-18,2026,65,6+,Россия,10:10,370
Ангелы Ладоги,2026-05-18,2026,,12+,Россия,10:15,370
Ангелы Ладоги,2026-05-18,2026,,12+,Россия,14:40,470
Ангелы Ладоги,2026-05-18,2026,,12+,Россия,19:10,570
Своя в доску,2026-05-18,2026,90,6+,Россия,10:15,370
Своя в доску,2026-05-18,2026,90,6+,Россия,13:20,470
Своя в доску,2026-05-18,2026,90,6+,Россия,16:55,470
Семь верст до рассвета,2026-05-18,2026,102,16+,Россия,11:15,420
Семь верст до рассвета,2026-05-18,2026,102,16+,Россия,15:20,470
Вверх по волшебному дереву,2026-05-18,2026,110,6+,Великобритания,11:35,420
Вверх по волшебному дереву,2026-05-18,2026,110,6+,Великобритания,17:25,570
Приключения желтого чемоданчика,2026-05-18,2026,,6+,Россия,12:20,420
Ведьмина служба доставки,2026-05-18,1989,103,6+,Япония,12:35,420
Коммерсант,2026-05-18,2025,,18+,Россия,13:50,470
Коммерсант,2026-05-18,2025,,18+,Россия,17:55,570
Коммерсант,2026-05-18,2025,,18+,Россия,22:10,570
Грация,2026-05-18,2025,131,18+,Италия,14:15,470
Грация,2026-05-18,2025,131,18+,Италия,21:30,570
Вот это драма!,2026-05-18,2026,106,18+,США,15:50,470
Вот это драма!,2026-05-18,2026,106,18+,США,20:00,570
Моя собака — космонавт,2026-05-18,2025,120,6+,,17:00,570
Разговор,2026-05-18,1974,113,18+,США,19:00,570
Ходячий замок,2026-05-18,2004,119,6+,Япония,19:40,570
Ускользающая красота,2026-05-18,1995,118,16+,"Италия, Франция, Великобритания",21:20,570
Хокум,2026-05-18,2026,107,18+,"Ирландия, ОАЭ, США",22:05,570
Лео и Тиг. Дорога на Байкал,2026-05-18,2026,65,6+,Россия,10:15,190
Ждун 2,2026-05-18,2026,,6+,Россия,10:35,190
Грузовички,2026-05-18,2026,,6+,Россия,11:45,250
Вверх по волшебному дереву,2026-05-18,2026,110,6+,Великобритания,12:40,250
Ходячий замок,2026-05-18,2004,119,6+,Япония,15:00,320
